	Photo Date	Lat	Lon	Geographic Name	Features Identified Manually	Focal Length (mm)	Features Identified by Machine Learning	Record Type
ISS061-E-132432	20200118	41.1	-10.8			50		Not Cataloged
ISS061-E-132433	20200118	41.1	-10.7			50		Not Cataloged
ISS061-E-132434	20200118	41.1	-10.7			50		Not Cataloged
ISS061-E-132435	20200118	41.2	-10.6			50		Not Cataloged
ISS061-E-132436	20200118	41.2	-10.6			50		Not Cataloged
ISS061-E-132437	20200118	41.2	-10.6			50		Not Cataloged
ISS061-E-132438	20200118	41.2	-10.6			50		Not Cataloged
ISS061-E-132439	20200118	41.2	-10.5			50		Not Cataloged
ISS061-E-132440	20200118	41.2	-10.5			50		Not Cataloged
ISS061-E-132441	20200118	41.3	-10.4			50		Not Cataloged
ISS061-E-132442	20200118	41.3	-10.4			50		Not Cataloged
ISS061-E-132443	20200118	41.3	-10.4			50		Not Cataloged
ISS061-E-132444	20200118	41.3	-10.4			50		Not Cataloged
ISS061-E-132445	20200118	41.3	-10.3			50		Not Cataloged
ISS061-E-132446	20200118	41.3	-10.3			50		Not Cataloged
ISS061-E-132447	20200118	41.4	-10.2			50		Not Cataloged
ISS061-E-132448	20200118	41.4	-10.2			50		Not Cataloged
ISS061-E-132449	20200118	41.4	-10.2			50		Not Cataloged
ISS061-E-132450	20200118	41.4	-10.2			50		Not Cataloged
ISS061-E-132451	20200118	41.4	-10.1			50		Not Cataloged
ISS061-E-132452	20200118	41.4	-10.1			50		Not Cataloged
ISS061-E-132453	20200118	41.5	-10.0			50		Not Cataloged
ISS061-E-132454	20200118	41.5	-10.0			50		Not Cataloged
ISS061-E-132455	20200118	41.5	-10.0			50		Not Cataloged
ISS061-E-132456	20200118	41.5	-10.0			50		Not Cataloged
ISS061-E-132457	20200118	41.6	-9.9			50		Not Cataloged
ISS061-E-132458	20200118	41.6	-9.9			50		Not Cataloged
ISS061-E-132459	20200118	41.6	-9.8			50		Not Cataloged
ISS061-E-132460	20200118	41.6	-9.8			50		Not Cataloged
ISS061-E-132461	20200118	41.6	-9.8			50		Not Cataloged
ISS061-E-132462	20200118	41.6	-9.8			50		Not Cataloged
ISS061-E-132463	20200118	41.7	-9.7			50		Not Cataloged
ISS061-E-132464	20200118	41.7	-9.7			50		Not Cataloged
ISS061-E-132465	20200118	41.7	-9.6			50		Not Cataloged
ISS061-E-132466	20200118	41.7	-9.6			50		Not Cataloged
ISS061-E-132467	20200118	41.7	-9.6			50		Not Cataloged
ISS061-E-132468	20200118	41.7	-9.6			50		Not Cataloged
ISS061-E-132469	20200118	41.8	-9.5			50		Not Cataloged
ISS061-E-132470	20200118	41.8	-9.5			50		Not Cataloged
ISS061-E-132471	20200118	41.8	-9.4			50		Not Cataloged
ISS061-E-132472	20200118	41.8	-9.4			50		Not Cataloged
ISS061-E-132473	20200118	41.8	-9.4			50		Not Cataloged
ISS061-E-132474	20200118	41.8	-9.4			50		Not Cataloged
ISS061-E-132475	20200118	41.9	-9.3			50		Not Cataloged
ISS061-E-132476	20200118	41.9	-9.3			50		Not Cataloged
ISS061-E-132477	20200118	41.9	-9.2			50		Not Cataloged
ISS061-E-132478	20200118	41.9	-9.2			50		Not Cataloged
ISS061-E-132479	20200118	42.0	-9.2			50		Not Cataloged
ISS061-E-132480	20200118	42.0	-9.2			50		Not Cataloged
ISS061-E-132481	20200118	42.0	-9.1			50		Not Cataloged
ISS061-E-132482	20200118	42.0	-9.1			50		Not Cataloged
ISS061-E-132483	20200118	42.0	-9.0			50		Not Cataloged
ISS061-E-132484	20200118	42.0	-9.0			50		Not Cataloged
ISS061-E-132485	20200118	42.1	-9.0			50		Not Cataloged
ISS061-E-132486	20200118	42.1	-9.0			50		Not Cataloged
ISS061-E-132487	20200118	42.1	-8.9			50		Not Cataloged
ISS061-E-132488	20200118	42.1	-8.9			50		Not Cataloged
ISS061-E-132489	20200118	42.1	-8.8			50		Not Cataloged
ISS061-E-132490	20200118	42.1	-8.8			50		Not Cataloged
ISS061-E-132491	20200118	42.2	-8.8			50		Not Cataloged
ISS061-E-132492	20200118	42.2	-8.8			50		Not Cataloged
ISS061-E-132493	20200118	42.2	-8.7			50		Not Cataloged
ISS061-E-132494	20200118	42.2	-8.7			50		Not Cataloged
ISS061-E-132495	20200118	42.2	-8.6			50		Not Cataloged
ISS061-E-132496	20200118	42.2	-8.6			50		Not Cataloged
ISS061-E-132497	20200118	42.3	-8.6			50		Not Cataloged
ISS061-E-132498	20200118	42.3	-8.6			50		Not Cataloged
ISS061-E-132499	20200118	42.3	-8.5			50		Not Cataloged
ISS061-E-132500	20200118	42.3	-8.5			50		Not Cataloged
ISS061-E-132501	20200118	42.3	-8.4			50		Not Cataloged
ISS061-E-132502	20200118	42.3	-8.4			50		Not Cataloged
ISS061-E-132503	20200118	42.4	-8.4			50		Not Cataloged
ISS061-E-132504	20200118	42.4	-8.4			50		Not Cataloged
ISS061-E-132505	20200118	42.4	-8.3			50		Not Cataloged
ISS061-E-132506	20200118	42.4	-8.3			50		Not Cataloged
ISS061-E-132507	20200118	42.4	-8.2			50		Not Cataloged
ISS061-E-132508	20200118	42.4	-8.2			50		Not Cataloged
ISS061-E-132509	20200118	42.5	-8.1			50		Not Cataloged
ISS061-E-132510	20200118	42.5	-8.1			50		Not Cataloged
ISS061-E-132511	20200118	42.5	-8.1			50		Not Cataloged
ISS061-E-132512	20200118	42.5	-8.1			50		Not Cataloged
ISS061-E-132513	20200118	42.6	-8.0			50		Not Cataloged
ISS061-E-132514	20200118	42.6	-8.0			50		Not Cataloged
ISS061-E-132515	20200118	42.6	-7.9			50		Not Cataloged
ISS061-E-132516	20200118	42.6	-7.9			50		Not Cataloged
ISS061-E-132517	20200118	42.6	-7.9			50		Not Cataloged
ISS061-E-132518	20200118	42.6	-7.9			50		Not Cataloged
ISS061-E-132519	20200118	42.7	-7.8			50		Not Cataloged
ISS061-E-132520	20200118	42.7	-7.8			50		Not Cataloged
ISS061-E-132521	20200118	42.7	-7.7			50		Not Cataloged
ISS061-E-132522	20200118	42.7	-7.7			50		Not Cataloged
ISS061-E-132523	20200118	42.7	-7.7			50		Not Cataloged
ISS061-E-132524	20200118	42.7	-7.7			50		Not Cataloged
ISS061-E-132525	20200118	42.8	-7.6			50		Not Cataloged
ISS061-E-132526	20200118	42.8	-7.6			50		Not Cataloged
ISS061-E-132527	20200118	42.8	-7.5			50		Not Cataloged
ISS061-E-132528	20200118	42.8	-7.5			50		Not Cataloged
ISS061-E-132529	20200118	42.8	-7.4			50		Not Cataloged
ISS061-E-132530	20200118	42.8	-7.4			50		Not Cataloged
ISS061-E-132531	20200118	42.9	-7.4			50		Not Cataloged
ISS061-E-132532	20200118	42.9	-7.4			50		Not Cataloged
ISS061-E-132533	20200118	42.9	-7.3			50		Not Cataloged
ISS061-E-132534	20200118	42.9	-7.3			50		Not Cataloged
ISS061-E-132535	20200118	42.9	-7.2			50		Not Cataloged
ISS061-E-132536	20200118	42.9	-7.2			50		Not Cataloged
ISS061-E-132537	20200118	43.0	-7.2			50		Not Cataloged
ISS061-E-132538	20200118	43.0	-7.2			50		Not Cataloged
ISS061-E-132539	20200118	43.0	-7.1			50		Not Cataloged
ISS061-E-132540	20200118	43.0	-7.1			50		Not Cataloged
ISS061-E-132541	20200118	43.0	-7.0			50		Not Cataloged
ISS061-E-132542	20200118	43.0	-7.0			50		Not Cataloged
ISS061-E-132543	20200118	43.1	-7.0			50		Not Cataloged
ISS061-E-132544	20200118	43.1	-7.0			50		Not Cataloged
ISS061-E-132545	20200118	43.1	-6.9			50		Not Cataloged
ISS061-E-132546	20200118	43.1	-6.9			50		Not Cataloged
ISS061-E-132547	20200118	43.1	-6.8			50		Not Cataloged
ISS061-E-132548	20200118	43.1	-6.8			50		Not Cataloged
ISS061-E-132549	20200118	43.2	-6.7			50		Not Cataloged
ISS061-E-132550	20200118	43.2	-6.7			50		Not Cataloged
ISS061-E-132551	20200118	43.2	-6.7			50		Not Cataloged
ISS061-E-132552	20200118	43.2	-6.7			50		Not Cataloged
ISS061-E-132553	20200118	43.2	-6.6			50		Not Cataloged
ISS061-E-132554	20200118	43.2	-6.6			50		Not Cataloged
ISS061-E-132555	20200118	43.3	-6.5			50		Not Cataloged
ISS061-E-132556	20200118	43.3	-6.5			50		Not Cataloged
ISS061-E-132557	20200118	43.3	-6.5			50		Not Cataloged
ISS061-E-132558	20200118	43.3	-6.5			50		Not Cataloged
ISS061-E-132559	20200118	43.3	-6.4			50		Not Cataloged
ISS061-E-132560	20200118	43.3	-6.4			50		Not Cataloged
ISS061-E-132561	20200118	43.4	-6.3			50		Not Cataloged
ISS061-E-132562	20200118	43.4	-6.3			50		Not Cataloged
ISS061-E-132563	20200118	43.4	-6.2			50		Not Cataloged
ISS061-E-132564	20200118	43.4	-6.2			50		Not Cataloged
ISS061-E-132565	20200118	43.5	-6.2			50		Not Cataloged
ISS061-E-132566	20200118	43.5	-6.2			50		Not Cataloged
ISS061-E-132567	20200118	43.5	-6.1			50		Not Cataloged
ISS061-E-132568	20200118	43.5	-6.1			50		Not Cataloged
ISS061-E-132569	20200118	43.5	-6.0			50		Not Cataloged
ISS061-E-132570	20200118	43.5	-6.0			50		Not Cataloged
ISS061-E-132571	20200118	43.6	-6.0			50		Not Cataloged
ISS061-E-132572	20200118	43.6	-6.0			50		Not Cataloged
ISS061-E-132573	20200118	43.6	-5.9			50		Not Cataloged
ISS061-E-132574	20200118	43.6	-5.9			50		Not Cataloged
ISS061-E-132575	20200118	43.6	-5.8			50		Not Cataloged
ISS061-E-132576	20200118	43.6	-5.8			50		Not Cataloged
ISS061-E-132577	20200118	43.7	-5.7			50		Not Cataloged
ISS061-E-132578	20200118	43.7	-5.7			50		Not Cataloged
ISS061-E-132579	20200118	43.7	-5.7			50		Not Cataloged
ISS061-E-132580	20200118	43.7	-5.7			50		Not Cataloged
ISS061-E-132581	20200118	43.7	-5.6			50		Not Cataloged
ISS061-E-132582	20200118	43.7	-5.6			50		Not Cataloged
ISS061-E-132583	20200118	43.8	-5.5			50		Not Cataloged
ISS061-E-132584	20200118	43.8	-5.5			50		Not Cataloged
ISS061-E-132585	20200118	43.8	-5.5			50		Not Cataloged
ISS061-E-132586	20200118	43.8	-5.5			50		Not Cataloged
ISS061-E-132587	20200118	43.8	-5.4			50		Not Cataloged
ISS061-E-132588	20200118	43.8	-5.4			50		Not Cataloged
ISS061-E-132589	20200118	43.9	-5.3			50		Not Cataloged
ISS061-E-132590	20200118	43.9	-5.3			50		Not Cataloged
ISS061-E-132591	20200118	43.9	-5.2			50		Not Cataloged
ISS061-E-132592	20200118	43.9	-5.2			50		Not Cataloged
ISS061-E-132593	20200118	43.9	-5.2			50		Not Cataloged
ISS061-E-132594	20200118	43.9	-5.2			50		Not Cataloged
ISS061-E-132595	20200118	44.0	-5.1			50		Not Cataloged
ISS061-E-132596	20200118	44.0	-5.1			50		Not Cataloged
ISS061-E-132597	20200118	44.0	-5.0			50		Not Cataloged
ISS061-E-132598	20200118	44.0	-5.0			50		Not Cataloged
ISS061-E-132599	20200118	44.0	-4.9			50		Not Cataloged
ISS061-E-132600	20200118	44.0	-4.9			50		Not Cataloged
ISS061-E-132601	20200118	44.1	-4.9			50		Not Cataloged
ISS061-E-132602	20200118	44.1	-4.9			50		Not Cataloged
ISS061-E-132603	20200118	44.1	-4.8			50		Not Cataloged
ISS061-E-132604	20200118	44.1	-4.8			50		Not Cataloged
ISS061-E-132605	20200118	44.1	-4.7			50		Not Cataloged
ISS061-E-132606	20200118	44.1	-4.7			50		Not Cataloged
ISS061-E-132607	20200118	44.1	-4.7			50		Not Cataloged
ISS061-E-132608	20200118	44.1	-4.7			50		Not Cataloged
ISS061-E-132609	20200118	44.2	-4.6			50		Not Cataloged
ISS061-E-132610	20200118	44.2	-4.6			50		Not Cataloged
ISS061-E-132611	20200118	44.2	-4.5			50		Not Cataloged
ISS061-E-132612	20200118	44.2	-4.5			50		Not Cataloged
ISS061-E-132613	20200118	44.2	-4.4			50		Not Cataloged
ISS061-E-132614	20200118	44.2	-4.4			50		Not Cataloged
ISS061-E-132615	20200118	44.3	-4.4			50		Not Cataloged
ISS061-E-132616	20200118	44.3	-4.4			50		Not Cataloged
ISS061-E-132617	20200118	44.3	-4.3			50		Not Cataloged
ISS061-E-132618	20200118	44.3	-4.3			50		Not Cataloged
ISS061-E-132619	20200118	44.3	-4.2			50		Not Cataloged
ISS061-E-132620	20200118	44.3	-4.2			50		Not Cataloged
ISS061-E-132621	20200118	44.4	-4.1			50		Not Cataloged
ISS061-E-132622	20200118	44.4	-4.1			50		Not Cataloged
ISS061-E-132623	20200118	44.4	-4.1			50		Not Cataloged
ISS061-E-132624	20200118	44.4	-4.1			50		Not Cataloged
ISS061-E-132625	20200118	44.4	-4.0			50		Not Cataloged
ISS061-E-132626	20200118	44.4	-4.0			50		Not Cataloged
ISS061-E-132627	20200118	44.5	-3.9			50		Not Cataloged
ISS061-E-132628	20200118	44.5	-3.9			50		Not Cataloged
ISS061-E-132629	20200118	44.5	-3.8			50		Not Cataloged
ISS061-E-132630	20200118	44.5	-3.8			50		Not Cataloged
ISS061-E-132631	20200118	44.5	-3.8			50		Not Cataloged
ISS061-E-132632	20200118	44.5	-3.8			50		Not Cataloged
ISS061-E-132633	20200118	44.6	-3.7			50		Not Cataloged
ISS061-E-132634	20200118	44.6	-3.7			50		Not Cataloged
ISS061-E-132635	20200118	44.6	-3.6			50		Not Cataloged
ISS061-E-132636	20200118	44.6	-3.6			50		Not Cataloged
ISS061-E-132637	20200118	44.6	-3.5			50		Not Cataloged
ISS061-E-132638	20200118	44.6	-3.5			50		Not Cataloged
ISS061-E-132639	20200118	44.7	-3.5			50		Not Cataloged
ISS061-E-132640	20200118	44.7	-3.5			50		Not Cataloged
ISS061-E-132641	20200118	44.7	-3.4			50		Not Cataloged
ISS061-E-132642	20200118	44.7	-3.4			50		Not Cataloged
ISS061-E-132643	20200118	44.7	-3.3			50		Not Cataloged
ISS061-E-132644	20200118	44.7	-3.3			50		Not Cataloged
ISS061-E-132645	20200118	44.8	-3.2			50		Not Cataloged
ISS061-E-132646	20200118	44.8	-3.2			50		Not Cataloged
ISS061-E-132647	20200118	44.8	-3.2			50		Not Cataloged
ISS061-E-132648	20200118	44.8	-3.2			50		Not Cataloged
ISS061-E-132649	20200118	44.8	-3.1			50		Not Cataloged
ISS061-E-132650	20200118	44.8	-3.1			50		Not Cataloged
ISS061-E-132651	20200118	44.9	-3.0			50		Not Cataloged
ISS061-E-132652	20200118	44.9	-3.0			50		Not Cataloged
ISS061-E-132653	20200118	44.9	-2.9			50		Not Cataloged
ISS061-E-132654	20200118	44.9	-2.9			50		Not Cataloged
ISS061-E-132655	20200118	44.9	-2.9			50		Not Cataloged
ISS061-E-132656	20200118	44.9	-2.9			50		Not Cataloged
ISS061-E-132657	20200118	45.0	-2.8			50		Not Cataloged
ISS061-E-132658	20200118	45.0	-2.8			50		Not Cataloged
ISS061-E-132659	20200118	45.0	-2.7			50		Not Cataloged
ISS061-E-132660	20200118	45.0	-2.7			50		Not Cataloged
ISS061-E-132661	20200118	45.0	-2.6			50		Not Cataloged
ISS061-E-132662	20200118	45.0	-2.6			50		Not Cataloged
ISS061-E-132663	20200118	45.0	-2.6			50		Not Cataloged
ISS061-E-132664	20200118	45.0	-2.6			50		Not Cataloged
ISS061-E-132665	20200118	45.1	-2.5			50		Not Cataloged
ISS061-E-132666	20200118	45.1	-2.5			50		Not Cataloged
ISS061-E-132667	20200118	45.1	-2.4			50		Not Cataloged
ISS061-E-132668	20200118	45.1	-2.4			50		Not Cataloged
ISS061-E-132669	20200118	45.1	-2.3			50		Not Cataloged
ISS061-E-132670	20200118	45.1	-2.3			50		Not Cataloged
ISS061-E-132671	20200118	45.2	-2.3			50		Not Cataloged
ISS061-E-132672	20200118	45.2	-2.3			50		Not Cataloged
ISS061-E-132673	20200118	45.2	-2.2			50		Not Cataloged
ISS061-E-132674	20200118	45.2	-2.2			50		Not Cataloged
ISS061-E-132675	20200118	45.2	-2.1			50		Not Cataloged
ISS061-E-132676	20200118	45.2	-2.1			50		Not Cataloged
ISS061-E-132677	20200118	45.3	-2.0			50		Not Cataloged
ISS061-E-132678	20200118	45.3	-2.0			50		Not Cataloged
ISS061-E-132679	20200118	45.3	-2.0			50		Not Cataloged
ISS061-E-132680	20200118	45.3	-2.0			50		Not Cataloged
ISS061-E-132681	20200118	45.3	-1.9			50		Not Cataloged
ISS061-E-132682	20200118	45.3	-1.9			50		Not Cataloged
ISS061-E-132683	20200118	45.4	-1.8			50		Not Cataloged
ISS061-E-132684	20200118	45.4	-1.8			50		Not Cataloged
ISS061-E-132685	20200118	45.4	-1.7			50		Not Cataloged
ISS061-E-132686	20200118	45.4	-1.7			50		Not Cataloged
ISS061-E-132687	20200118	45.4	-1.7			50		Not Cataloged
ISS061-E-132688	20200118	45.4	-1.7			50		Not Cataloged
ISS061-E-132689	20200118	45.4	-1.6			50		Not Cataloged
ISS061-E-132690	20200118	45.4	-1.6			50		Not Cataloged
ISS061-E-132691	20200118	45.5	-1.5			50		Not Cataloged
ISS061-E-132692	20200118	45.5	-1.5			50		Not Cataloged
ISS061-E-132693	20200118	45.5	-1.4			50		Not Cataloged
ISS061-E-132694	20200118	45.5	-1.4			50		Not Cataloged
ISS061-E-132695	20200118	45.5	-1.3			50		Not Cataloged
ISS061-E-132696	20200118	45.5	-1.3			50		Not Cataloged
ISS061-E-132697	20200118	45.6	-1.3			50		Not Cataloged
ISS061-E-132698	20200118	45.6	-1.3			50		Not Cataloged
ISS061-E-132699	20200118	45.6	-1.2			50		Not Cataloged
ISS061-E-132700	20200118	45.6	-1.2			50		Not Cataloged
ISS061-E-132701	20200118	45.6	-1.1			50		Not Cataloged
ISS061-E-132702	20200118	45.6	-1.1			50		Not Cataloged
ISS061-E-132703	20200118	45.7	-1.0			50		Not Cataloged
ISS061-E-132704	20200118	45.7	-1.0			50		Not Cataloged
ISS061-E-132705	20200118	45.7	-1.0			50		Not Cataloged
ISS061-E-132706	20200118	45.7	-1.0			50		Not Cataloged
ISS061-E-132707	20200118	45.7	-.9			50		Not Cataloged
ISS061-E-132708	20200118	45.7	-.9			50		Not Cataloged
ISS061-E-132709	20200118	45.7	-.8			50		Not Cataloged
ISS061-E-132710	20200118	45.7	-.8			50		Not Cataloged
ISS061-E-132711	20200118	45.8	-.7			50		Not Cataloged
ISS061-E-132712	20200118	45.8	-.7			50		Not Cataloged
ISS061-E-132713	20200118	45.8	-.6			50		Not Cataloged
ISS061-E-132714	20200118	45.8	-.6			50		Not Cataloged
ISS061-E-132715	20200118	45.8	-.6			50		Not Cataloged
ISS061-E-132716	20200118	45.8	-.6			50		Not Cataloged
ISS061-E-132717	20200118	45.9	-.5			50		Not Cataloged
ISS061-E-132718	20200118	45.9	-.5			50		Not Cataloged
ISS061-E-132719	20200118	45.9	-.4			50		Not Cataloged
ISS061-E-132720	20200118	45.9	-.4			50		Not Cataloged
ISS061-E-132721	20200118	45.9	-.3			50		Not Cataloged
ISS061-E-132722	20200118	45.9	-.3			50		Not Cataloged
ISS061-E-132723	20200118	46.0	-.3			50		Not Cataloged
ISS061-E-132724	20200118	46.0	-.3			50		Not Cataloged
ISS061-E-132725	20200118	46.0	-.2			50		Not Cataloged
ISS061-E-132726	20200118	46.0	-.2			50		Not Cataloged
ISS061-E-132727	20200118	46.0	-.1			50		Not Cataloged
ISS061-E-132728	20200118	46.0	-.1			50		Not Cataloged
ISS061-E-132729	20200118	46.0	.0			50		Not Cataloged
ISS061-E-132730	20200118	46.0	.0			50		Not Cataloged
ISS061-E-132731	20200118	46.1	.1			50		Not Cataloged
ISS061-E-132732	20200118	46.1	.1			50		Not Cataloged
ISS061-E-132733	20200118	46.1	.1			50		Not Cataloged
ISS061-E-132734	20200118	46.1	.1			50		Not Cataloged
ISS061-E-132735	20200118	46.1	.2			50		Not Cataloged
ISS061-E-132736	20200118	46.1	.2			50		Not Cataloged
ISS061-E-132737	20200118	46.2	.3			50		Not Cataloged
ISS061-E-132738	20200118	46.2	.3			50		Not Cataloged
ISS061-E-132739	20200118	46.2	.4			50		Not Cataloged
ISS061-E-132740	20200118	46.2	.4			50		Not Cataloged
ISS061-E-132741	20200118	46.2	.5			50		Not Cataloged
ISS061-E-132742	20200118	46.2	.5			50		Not Cataloged
ISS061-E-132743	20200118	46.2	.5			50		Not Cataloged
ISS061-E-132744	20200118	46.2	.5			50		Not Cataloged
ISS061-E-132745	20200118	46.3	.6			50		Not Cataloged
ISS061-E-132746	20200118	46.3	.6			50		Not Cataloged
ISS061-E-132747	20200118	46.3	.7			50		Not Cataloged
ISS061-E-132748	20200118	46.3	.7			50		Not Cataloged
ISS061-E-132749	20200118	46.3	.8			50		Not Cataloged
ISS061-E-132750	20200118	46.3	.8			50		Not Cataloged
ISS061-E-132751	20200118	46.4	.8			50		Not Cataloged
ISS061-E-132752	20200118	46.4	.8			50		Not Cataloged
ISS061-E-132753	20200118	46.4	.9			50		Not Cataloged
ISS061-E-132754	20200118	46.4	.9			50		Not Cataloged
ISS061-E-132755	20200118	46.4	1.0			50		Not Cataloged
ISS061-E-132756	20200118	46.4	1.0			50		Not Cataloged
ISS061-E-132757	20200118	46.4	1.1			50		Not Cataloged
ISS061-E-132758	20200118	46.4	1.1			50		Not Cataloged
ISS061-E-132759	20200118	46.5	1.2			50		Not Cataloged
ISS061-E-132760	20200118	46.5	1.2			50		Not Cataloged
ISS061-E-132761	20200118	46.5	1.2			50		Not Cataloged
ISS061-E-132762	20200118	46.5	1.2			50		Not Cataloged
ISS061-E-132763	20200118	46.5	1.3			50		Not Cataloged
ISS061-E-132764	20200118	46.5	1.3			50		Not Cataloged
ISS061-E-132765	20200118	46.6	1.4			50		Not Cataloged
ISS061-E-132766	20200118	46.6	1.4			50		Not Cataloged
ISS061-E-132767	20200118	46.6	1.5			50		Not Cataloged
ISS061-E-132768	20200118	46.6	1.5			50		Not Cataloged
ISS061-E-132769	20200118	46.6	1.6			50		Not Cataloged
ISS061-E-132770	20200118	46.6	1.6			50		Not Cataloged
ISS061-E-132771	20200118	46.6	1.6			50		Not Cataloged
ISS061-E-132772	20200118	46.6	1.6			50		Not Cataloged
ISS061-E-132773	20200118	46.7	1.7			50		Not Cataloged
ISS061-E-132774	20200118	46.7	1.7			50		Not Cataloged
ISS061-E-132775	20200118	46.7	1.8			50		Not Cataloged
ISS061-E-132776	20200118	46.7	1.8			50		Not Cataloged
ISS061-E-132777	20200118	46.7	1.9			50		Not Cataloged
ISS061-E-132778	20200118	46.7	1.9			50		Not Cataloged
ISS061-E-132779	20200118	46.8	2.0			50		Not Cataloged
ISS061-E-132780	20200118	46.8	2.0			50		Not Cataloged
ISS061-E-132781	20200118	46.8	2.1			50		Not Cataloged
ISS061-E-132782	20200118	46.8	2.1			50		Not Cataloged
ISS061-E-132783	20200118	46.8	2.1			50		Not Cataloged
ISS061-E-132784	20200118	46.8	2.1			50		Not Cataloged
ISS061-E-132785	20200118	46.8	2.2			50		Not Cataloged
ISS061-E-132786	20200118	46.8	2.2			50		Not Cataloged
ISS061-E-132787	20200118	46.9	2.3			50		Not Cataloged
ISS061-E-132788	20200118	46.9	2.3			50		Not Cataloged
ISS061-E-132789	20200118	46.9	2.4			50		Not Cataloged
ISS061-E-132790	20200118	46.9	2.4			50		Not Cataloged
ISS061-E-132791	20200118	46.9	2.5			50		Not Cataloged
ISS061-E-132792	20200118	46.9	2.5			50		Not Cataloged
ISS061-E-132793	20200118	47.0	2.5			50		Not Cataloged
ISS061-E-132794	20200118	47.0	2.5			50		Not Cataloged
ISS061-E-132795	20200118	47.0	2.6			50		Not Cataloged
ISS061-E-132796	20200118	47.0	2.6			50		Not Cataloged
ISS061-E-132797	20200118	47.0	2.7			50		Not Cataloged
ISS061-E-132798	20200118	47.0	2.7			50		Not Cataloged
ISS061-E-132799	20200118	47.0	2.8			50		Not Cataloged
ISS061-E-132800	20200118	47.0	2.8			50		Not Cataloged
ISS061-E-132801	20200118	47.1	2.9			50		Not Cataloged
ISS061-E-132802	20200118	47.1	2.9			50		Not Cataloged
ISS061-E-132803	20200118	47.1	2.9			50		Not Cataloged
ISS061-E-132804	20200118	47.1	2.9			50		Not Cataloged
ISS061-E-132805	20200118	47.1	3.0			50		Not Cataloged
ISS061-E-132806	20200118	47.1	3.0			50		Not Cataloged
ISS061-E-132807	20200118	47.1	3.1			50		Not Cataloged
ISS061-E-132808	20200118	47.1	3.1			50		Not Cataloged
ISS061-E-132809	20200118	47.2	3.2			50		Not Cataloged
ISS061-E-132810	20200118	47.2	3.2			50		Not Cataloged
ISS061-E-132811	20200118	47.2	3.3			50		Not Cataloged
ISS061-E-132812	20200118	47.2	3.3			50		Not Cataloged
ISS061-E-132813	20200118	47.2	3.4			50		Not Cataloged
ISS061-E-132814	20200118	47.2	3.4			50		Not Cataloged
ISS061-E-132815	20200118	47.2	3.4			50		Not Cataloged
ISS061-E-132816	20200118	47.2	3.4			50		Not Cataloged
ISS061-E-132817	20200118	47.3	3.5			50		Not Cataloged
ISS061-E-132818	20200118	47.3	3.5			50		Not Cataloged
ISS061-E-132819	20200118	47.3	3.6			50		Not Cataloged
ISS061-E-132820	20200118	47.3	3.6			50		Not Cataloged
ISS061-E-132821	20200118	47.3	3.7			50		Not Cataloged
ISS061-E-132822	20200118	47.3	3.7			50		Not Cataloged
ISS061-E-132823	20200118	47.4	3.8			50		Not Cataloged
ISS061-E-132824	20200118	47.4	3.8			50		Not Cataloged
